model,threshold,fit_time_s,predict_time_s,accuracy,f1,precision,recall,positive_rate_true,positive_rate_pred,average_precision,roc_auc
tabpfn,0.11154503375291824,0.22445498500019312,0.5200465247035027,0.591743119266055,0.2764227642276423,0.17894736842105263,0.6071428571428571,0.12844036697247707,0.43577981651376146,0.24452611692148782,0.6519736842105265
tabicl,0.12745237350463867,0.2542324298992753,0.09976702183485031,0.7981651376146789,0.5416666666666666,0.38235294117647056,0.9285714285714286,0.12844036697247707,0.3119266055045872,0.48298856505448934,0.8943609022556391
