model,threshold,fit_time_s,predict_time_s,accuracy,f1,precision,recall,positive_rate_true,positive_rate_pred,average_precision,roc_auc
tabpfn,0.5,0.3285953253507614,1.2855904083698988,0.9936111111111111,0.9936865220971727,0.9874522640480087,1.0,0.5027777777777778,0.5091666666666667,0.9973360702554787,0.9981355520232106
tabicl,0.5,0.26530119869858027,0.6495914962142706,0.9951388888888889,0.9951890034364261,0.9904240766073872,1.0,0.5027777777777778,0.5076388888888889,0.9972062009102531,0.9980679959258002
