model,threshold,fit_time_s,predict_time_s,accuracy,f1,precision,recall,positive_rate_true,positive_rate_pred,average_precision,roc_auc
tabpfn,0.5,0.3608379252254963,1.584064507856965,0.9941666666666666,0.9941487879632209,0.9883656509695291,1.0,0.4955555555555556,0.5013888888888889,0.9959729138412395,0.9971618127852077
tabicl,0.5,0.2891747234389186,0.8697911286726594,0.9941666666666666,0.9941487879632209,0.9883656509695291,1.0,0.4955555555555556,0.5013888888888889,0.9971253333680073,0.9977373212204421
