model,threshold,fit_time_s,predict_time_s,accuracy,f1,precision,recall,positive_rate_true,positive_rate_pred,average_precision,roc_auc
tabpfn,0.5,0.3468035403639078,1.578101610764861,0.49833333333333335,0.47346938775510206,0.49182313749242884,0.4564362001124227,0.49416666666666664,0.45861111111111114,0.4825832645946269,0.49419164769031826
tabicl,0.5,0.2719785375520587,0.8723521344363689,0.5027777777777778,0.5114628820960698,0.4970822281167109,0.5267003934794828,0.49416666666666664,0.5236111111111111,0.500897584148611,0.5096746192923173
