model,threshold,fit_time_s,predict_time_s,accuracy,f1,precision,recall,positive_rate_true,positive_rate_pred,average_precision,roc_auc
tabpfn,0.5,0.24875715840607882,0.4720705132931471,0.6060606060606061,0.6060606060606061,0.6293706293706294,0.5844155844155844,0.5185185185185185,0.48148148148148145,0.6868725108710858,0.6616111161565708
tabicl,0.5,0.4749808143824339,0.10238125082105398,0.2962962962962963,0.30564784053156147,0.3129251700680272,0.2987012987012987,0.5185185185185185,0.494949494949495,0.41057720262031483,0.26780038143674506
