model,threshold,fit_time_s,predict_time_s,accuracy,f1,precision,recall,positive_rate_true,positive_rate_pred,average_precision,roc_auc
tabpfn,0.5,0.3285782169550657,1.302343301475048,0.4998611111111111,0.44144563362804407,0.500351617440225,0.39494865389952816,0.5004166666666666,0.395,0.5028379215409161,0.5047322949529824
tabicl,0.5,0.2623632000759244,0.6739341095089912,0.49333333333333335,0.5,0.4939073923639318,0.5062447960033306,0.5004166666666666,0.5129166666666667,0.4955517933518959,0.49132765601457595
